Company Name,Model Name,Sub-Model Name,Engine CC,Bike Category,Top Sales State,Performance Rating,Ex-Showroom Price,On-Road Price,Profit,Manufacturing Year,KMPL,Weight,Cylinder Variant,Available Colors in Numbers,What are the Colors,Bike Versions,Clutch Type,Fuel System
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Nagaland,7.4,117801,136435,23865,2013,59,198,2,5,"Green, White, Blue, Black, Red",Disc,Multi-plate,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR ABS,223.0,Motorcycle,Bihar,9.7,97420,113164,12884,2018,38,172,1,2,"White, Black",Disc,Dry,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Goa,7.8,93137,109166,12674,2015,45,172,4,3,"Green, Black, Red",Disc,Wet,Carburetor
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,Andhra Pradesh,7.2,178804,185014,28792,2013,60,228,4,2,"Green, Black",ABS,Multi-plate,Carburetor
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,West Bengal,7.7,190874,205073,41892,2022,37,174,1,5,"Blue, Red, Green, White, Black",Drum,Dry,Fuel Injection
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Chhattisgarh,5.6,186288,202386,31065,2020,78,150,2,5,"Blue, Red, Green, White, Black",Standard,Wet,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Karnataka,7.4,242589,259532,12590,2015,80,125,2,2,"Red, Black",ABS,Wet,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR Standard,223.0,Motorcycle,Mizoram,5.8,179275,197303,31016,2015,48,236,1,5,"White, Black, Green, Blue, Red",Disc,Wet,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Telangana,7.8,124385,141473,19481,2021,58,190,1,2,"Black, Blue",Drum,Multi-plate,Fuel Injection
Hero,HF Deluxe,HF Deluxe 4V,97.2,Motorcycle,Tamil Nadu,8.4,74638,82180,21552,2021,38,138,2,3,"Red, Black, Green",ABS,Wet,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR Pro,223.0,Motorcycle,Tamil Nadu,6.0,97138,109086,31108,2015,32,248,2,4,"Black, Red, Green, Blue",Disc,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Mizoram,8.4,190133,208798,36515,2018,68,217,4,4,"Black, Red, Green, White",ABS,Dry,Fuel Injection
Hero,HF Deluxe,HF Deluxe 4V,97.2,Motorcycle,Sikkim,9.3,112062,128523,41746,2021,41,131,2,2,"Green, Blue",Standard,Multi-plate,Carburetor
Hero,Splendor Plus,Splendor Plus Standard,97.2,Motorcycle,Andhra Pradesh,7.9,80365,85713,17908,2015,35,110,4,3,"Black, Green, Red",ABS,Automatic,Carburetor
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Arunachal Pradesh,6.6,169007,180621,29568,2013,50,232,1,3,"White, Red, Blue",Standard,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Punjab,5.2,138931,153366,15760,2020,58,128,4,2,"Blue, Black",Disc,Multi-plate,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Jharkhand,8.5,241487,249302,36134,2017,38,96,4,5,"Red, Blue, White, Green, Black",ABS,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Nagaland,6.9,67619,72623,20216,2024,30,127,4,5,"White, Green, Black, Red, Blue",Standard,Multi-plate,Carburetor
Hero,HF Deluxe,HF Deluxe 4V,97.2,Motorcycle,Uttarakhand,5.7,147603,167580,25901,2015,80,155,1,5,"Green, Red, White, Blue, Black",Disc,Dry,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Punjab,5.2,60834,72493,41423,2017,35,149,2,2,"Blue, White",Disc,Multi-plate,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Andhra Pradesh,6.1,157371,175090,32954,2018,80,214,1,4,"White, Blue, Black, Green",Disc,Automatic,Carburetor
Hero,Glamour,Glamour ABS,124.7,Motorcycle,Goa,8.2,127254,138838,16059,2017,79,125,2,4,"Black, Green, Red, Blue",Standard,Multi-plate,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Karnataka,6.7,169703,189261,14139,2022,61,210,2,5,"Black, Green, Blue, Red, White",Standard,Automatic,Fuel Injection
Hero,HF Deluxe,HF Deluxe ABS,97.2,Motorcycle,Tripura,5.5,239136,247713,18211,2023,67,130,1,4,"Green, White, Black, Blue",Disc,Multi-plate,Carburetor
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Arunachal Pradesh,9.3,164722,174680,39929,2021,63,218,4,4,"Black, Green, White, Red",Disc,Dry,Carburetor
Hero,Glamour,Glamour Standard,124.7,Motorcycle,Punjab,9.6,192144,209879,38560,2018,37,176,4,2,"Black, Red",Drum,Wet,Fuel Injection
Hero,Xpulse 200,Xpulse 200 ABS,199.6,Motorcycle,Chhattisgarh,6.2,153235,166123,44030,2017,52,177,2,4,"Green, Red, Blue, White",ABS,Automatic,Carburetor
Hero,HF Deluxe,HF Deluxe Standard,97.2,Motorcycle,Haryana,9.1,82714,101870,45175,2015,63,207,2,3,"Red, White, Green",ABS,Multi-plate,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Tamil Nadu,9.4,145918,154417,29023,2022,51,111,1,3,"Blue, Black, Red",ABS,Multi-plate,Carburetor
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,Odisha,7.3,229073,239955,30706,2022,31,188,1,3,"Red, Green, White",Drum,Multi-plate,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR Pro,223.0,Motorcycle,Tamil Nadu,7.5,232016,251870,12460,2021,68,184,4,4,"Red, Green, White, Blue",Standard,Dry,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Manipur,9.2,64998,83264,10417,2013,65,134,4,4,"Blue, Red, Black, White",ABS,Wet,Carburetor
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Kerala,5.2,177965,194579,35960,2024,59,250,1,2,"Black, Red",Disc,Multi-plate,Fuel Injection
Hero,Passion Pro,Passion Pro ABS,113.0,Motorcycle,Andhra Pradesh,5.8,100615,119825,23966,2020,63,141,2,3,"Green, Blue, Black",Standard,Wet,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Himachal Pradesh,9.0,61710,70755,18550,2022,80,196,1,3,"Red, White, Green",Drum,Wet,Fuel Injection
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Kerala,6.0,180607,192859,22975,2023,57,150,1,2,"White, Black",Drum,Automatic,Fuel Injection
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Tamil Nadu,7.2,81599,86729,27604,2016,80,197,2,2,"Black, Green",ABS,Multi-plate,Carburetor
Hero,Splendor Plus,Splendor Plus Pro,97.2,Motorcycle,Meghalaya,8.5,148170,164322,31148,2020,39,243,1,2,"Blue, White",ABS,Dry,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R Pro,163.0,Motorcycle,Haryana,6.4,185490,200307,31866,2013,76,200,1,2,"Green, White",Standard,Automatic,Carburetor
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Sikkim,7.7,136339,151649,13996,2014,52,248,2,5,"White, Blue, Red, Green, Black",ABS,Wet,Carburetor
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Assam,7.2,223099,229421,26942,2017,68,172,4,3,"Blue, Black, Green",Disc,Wet,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Tamil Nadu,8.1,178563,196634,33014,2020,66,91,1,5,"Blue, Black, Red, White, Green",Drum,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Uttarakhand,5.4,109825,123768,12830,2019,71,243,1,2,"Green, Blue",Drum,Dry,Carburetor
Hero,Xtreme 160R,Xtreme 160R Pro,163.0,Motorcycle,Nagaland,5.2,65033,80532,44947,2020,54,237,2,5,"Green, White, Blue, Black, Red",ABS,Multi-plate,Carburetor
Hero,Passion Pro,Passion Pro ABS,113.0,Motorcycle,Tripura,6.2,66424,85009,19329,2022,63,144,2,3,"White, Black, Green",ABS,Dry,Carburetor
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Bihar,6.9,75136,90373,33498,2017,70,213,2,3,"Red, White, Blue",ABS,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Maharashtra,5.7,51742,57191,13468,2020,64,230,2,3,"Red, White, Green",Standard,Dry,Fuel Injection
Hero,Passion Pro,Passion Pro ABS,113.0,Motorcycle,Gujarat,6.4,120027,134738,12890,2020,64,167,2,4,"Blue, Black, Green, White",Drum,Multi-plate,Fuel Injection
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Madhya Pradesh,8.7,191340,206586,35046,2013,35,126,2,3,"Black, White, Red",Drum,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Manipur,8.0,58455,73539,48371,2020,80,240,4,4,"Green, White, Black, Blue",Disc,Dry,Carburetor
Hero,Glamour,Glamour Standard,124.7,Motorcycle,Punjab,5.1,97939,113892,39914,2014,50,120,1,4,"Red, Green, White, Black",Standard,Dry,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Punjab,6.6,157129,172293,40560,2014,52,126,1,3,"White, Blue, Black",Drum,Automatic,Carburetor
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Jharkhand,9.5,91050,101625,45018,2018,79,180,4,5,"Red, Green, White, Blue, Black",Drum,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Tamil Nadu,8.3,63851,73052,28049,2022,78,205,4,5,"Green, Black, Red, White, Blue",Standard,Wet,Carburetor
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Rajasthan,9.5,216374,222623,33663,2018,54,177,4,5,"Green, White, Blue, Black, Red",Standard,Dry,Fuel Injection
Hero,Xpulse 200,Xpulse 200 4V,199.6,Motorcycle,West Bengal,9.1,112672,123943,10827,2014,48,91,2,3,"Red, Green, Black",Standard,Wet,Fuel Injection
Hero,HF Deluxe,HF Deluxe 4V,97.2,Motorcycle,Tripura,7.4,119395,132370,49203,2014,35,242,2,5,"Blue, Red, Black, White, Green",Drum,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Uttar Pradesh,9.2,194519,202661,35101,2016,68,135,2,2,"White, Blue",Disc,Multi-plate,Fuel Injection
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Gujarat,6.6,120198,137453,48011,2016,40,156,4,3,"Red, White, Black",Disc,Dry,Fuel Injection
Hero,Passion Pro,Passion Pro ABS,113.0,Motorcycle,Manipur,6.4,192967,204350,29749,2022,67,108,1,3,"Red, Blue, White",ABS,Multi-plate,Carburetor
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Maharashtra,5.8,173007,178174,28915,2021,64,191,2,3,"Black, Green, Blue",Standard,Automatic,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Punjab,6.7,200995,214934,44714,2021,51,99,2,4,"White, Green, Red, Black",ABS,Wet,Fuel Injection
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Nagaland,8.0,117772,123504,23942,2016,46,167,4,4,"White, Black, Red, Blue",Drum,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Goa,7.1,70212,80555,33346,2022,32,104,1,3,"Red, White, Black",ABS,Automatic,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Karnataka,9.2,217766,227691,21669,2020,70,137,2,2,"Red, White",ABS,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Odisha,7.1,201013,207266,30971,2018,76,232,4,2,"White, Green",Disc,Multi-plate,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Karnataka,5.9,127606,139058,35915,2022,60,208,2,3,"White, Black, Blue",Drum,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Jharkhand,7.4,91232,108307,38057,2016,45,105,4,4,"Black, White, Green, Red",ABS,Wet,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR Pro,223.0,Motorcycle,Chhattisgarh,5.2,194582,200455,29014,2020,68,168,2,3,"Green, Blue, Black",Standard,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Manipur,9.8,141819,152215,20432,2016,39,138,1,2,"Blue, Black",ABS,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Assam,8.0,137276,143046,26181,2022,79,180,4,3,"Red, Green, White",Drum,Automatic,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Assam,5.3,68960,86131,30960,2022,57,165,2,3,"Blue, Black, Red",Drum,Multi-plate,Fuel Injection
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,West Bengal,5.5,188763,202607,46381,2015,34,102,1,2,"White, Red",Drum,Wet,Carburetor
Hero,Xtreme 160R,Xtreme 160R Pro,163.0,Motorcycle,Haryana,7.5,83267,92986,29114,2022,45,162,4,4,"Red, Black, Green, Blue",Drum,Dry,Fuel Injection
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Odisha,8.4,77506,82535,35837,2021,78,215,4,5,"Black, Red, Green, Blue, White",Drum,Dry,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Arunachal Pradesh,8.8,130110,147991,32328,2022,74,182,4,5,"Green, Blue, Red, White, Black",Drum,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Jharkhand,5.4,234503,240630,30537,2015,79,117,4,5,"Green, Blue, White, Red, Black",Disc,Dry,Carburetor
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Goa,7.4,92869,102799,37298,2017,38,214,2,2,"White, Blue",Disc,Wet,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Chhattisgarh,7.6,120505,128294,16901,2015,46,112,4,4,"Blue, Red, Green, Black",Standard,Automatic,Fuel Injection
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Bihar,10.0,235161,241469,10926,2013,43,138,4,3,"Green, Blue, White",Drum,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Arunachal Pradesh,6.0,164508,169574,13057,2015,72,176,2,3,"White, Blue, Red",Standard,Multi-plate,Fuel Injection
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Himachal Pradesh,6.8,57886,65023,26550,2015,35,242,4,4,"Black, Green, Blue, White",Drum,Dry,Fuel Injection
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Telangana,8.7,174067,190865,20267,2017,30,200,1,5,"Green, White, Red, Black, Blue",Drum,Multi-plate,Carburetor
Hero,Splendor Plus,Splendor Plus Standard,97.2,Motorcycle,Sikkim,6.2,72651,90021,33606,2016,62,159,4,5,"Green, Black, Blue, Red, White",Drum,Wet,Fuel Injection
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Tripura,8.3,215996,222828,36643,2014,55,233,1,2,"Green, Black",ABS,Wet,Carburetor
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Karnataka,7.9,203059,210081,48753,2014,59,131,2,3,"Green, Blue, Red",ABS,Multi-plate,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Odisha,8.5,51979,70336,13915,2022,52,103,2,2,"White, Red",Drum,Dry,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Odisha,8.0,55455,63192,23539,2018,61,90,1,2,"Red, Green",Disc,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Nagaland,5.2,66377,79932,33635,2021,54,174,2,4,"Green, White, Black, Blue",Disc,Multi-plate,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Rajasthan,5.4,171089,177901,47700,2021,66,197,1,5,"Green, Black, Blue, White, Red",Drum,Wet,Carburetor
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Meghalaya,7.4,207214,217524,36715,2018,41,105,1,3,"Green, Black, Blue",Disc,Wet,Fuel Injection
Hero,Splendor Plus,Splendor Plus Pro,97.2,Motorcycle,Tripura,6.8,222469,228288,10287,2014,50,145,4,2,"Black, Blue",ABS,Wet,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Mizoram,7.5,60116,78559,45402,2015,64,235,4,2,"White, Red",Standard,Dry,Carburetor
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Uttar Pradesh,7.4,135446,154660,27696,2021,80,96,2,5,"Black, Blue, White, Red, Green",ABS,Dry,Carburetor
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Himachal Pradesh,5.6,111949,119858,47431,2015,53,167,2,3,"White, Black, Red",Standard,Dry,Carburetor
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Madhya Pradesh,8.3,226446,232623,21929,2014,59,196,2,5,"Blue, Red, Black, Green, White",ABS,Multi-plate,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Nagaland,8.6,246719,260092,49270,2016,37,232,4,5,"Green, Red, White, Black, Blue",Disc,Multi-plate,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Nagaland,6.9,173684,183018,45600,2024,71,152,4,2,"Red, White",ABS,Multi-plate,Fuel Injection
Hero,Passion Pro,Passion Pro ABS,113.0,Motorcycle,Assam,8.5,73646,79056,36937,2024,76,108,1,5,"White, Green, Black, Red, Blue",ABS,Dry,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR ABS,223.0,Motorcycle,Haryana,8.7,123417,143302,40806,2016,51,145,1,3,"Green, Red, Black",Standard,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Tripura,8.6,241104,253956,32842,2014,31,237,1,4,"Blue, White, Red, Green",Disc,Multi-plate,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Madhya Pradesh,8.0,160804,166664,39217,2022,34,108,2,3,"Black, Green, Red",Standard,Wet,Carburetor
Hero,Glamour,Glamour Pro,124.7,Motorcycle,Kerala,5.9,180857,196569,27695,2018,63,237,2,4,"White, Black, Blue, Red",Drum,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Odisha,7.5,241745,252741,22035,2020,40,161,4,5,"White, Green, Blue, Red, Black",ABS,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Odisha,9.0,95677,113072,45874,2022,72,220,2,2,"Red, Green",Standard,Wet,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Nagaland,5.5,66372,75756,14652,2018,52,124,2,4,"Green, Blue, White, Black",Standard,Automatic,Fuel Injection
Hero,Xpulse 200,Xpulse 200 ABS,199.6,Motorcycle,Haryana,5.9,198066,217955,39715,2015,30,91,4,3,"Black, Red, Green",Drum,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Maharashtra,8.0,71615,91403,20634,2019,77,128,4,2,"White, Green",Drum,Multi-plate,Fuel Injection
Hero,Glamour,Glamour 4V,124.7,Motorcycle,Telangana,6.2,184394,201662,15516,2023,68,138,4,5,"Blue, White, Black, Red, Green",Drum,Wet,Fuel Injection
Hero,Xpulse 200,Xpulse 200 ABS,199.6,Motorcycle,Maharashtra,8.4,94887,107804,31285,2018,46,149,4,5,"Red, Blue, White, Green, Black",Disc,Dry,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Jharkhand,5.2,149390,157167,20496,2017,31,170,1,4,"Blue, White, Red, Black",Standard,Wet,Carburetor
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,Rajasthan,9.6,218276,230138,45014,2023,59,201,2,5,"Red, Blue, White, Green, Black",Drum,Wet,Fuel Injection
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Andhra Pradesh,9.3,228869,236042,28037,2019,52,168,2,3,"Black, Red, White",Standard,Wet,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Telangana,5.9,197175,216032,44099,2015,53,112,1,4,"Black, White, Red, Green",Drum,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Nagaland,5.9,66740,79451,26290,2015,70,127,4,3,"Red, Green, Blue",Disc,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Uttar Pradesh,5.2,120751,132510,35830,2021,62,110,2,2,"Red, Black",Drum,Dry,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Maharashtra,9.9,227106,233795,42143,2024,42,128,1,2,"White, Red",Drum,Dry,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Rajasthan,7.1,200736,220305,23142,2019,41,238,4,3,"White, Blue, Red",Drum,Wet,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Rajasthan,6.3,72765,84303,12919,2021,45,219,1,4,"Blue, Red, White, Green",Standard,Automatic,Carburetor
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,West Bengal,9.7,169603,185803,17486,2023,57,203,2,5,"Red, Black, Blue, Green, White",Disc,Dry,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Bihar,9.6,194387,214041,46320,2015,73,156,2,4,"Blue, Black, Red, Green",Standard,Multi-plate,Carburetor
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Haryana,6.4,61258,81066,20005,2019,78,247,1,2,"Red, White",Disc,Wet,Carburetor
Hero,HF Deluxe,HF Deluxe ABS,97.2,Motorcycle,Maharashtra,7.5,56273,73951,27519,2016,32,240,4,4,"Red, Black, Green, Blue",Standard,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Karnataka,8.8,98791,115401,25254,2021,36,112,2,2,"Green, Red",Drum,Dry,Carburetor
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Jharkhand,5.4,53134,63410,32453,2018,56,150,1,4,"Black, White, Blue, Red",Disc,Wet,Carburetor
Hero,Xtreme 160R,Xtreme 160R Pro,163.0,Motorcycle,Nagaland,7.3,180832,190120,38554,2021,71,215,2,4,"Black, Red, Blue, Green",Standard,Dry,Carburetor
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Tamil Nadu,9.8,175924,194084,39935,2019,33,202,1,4,"Black, Blue, White, Red",Disc,Automatic,Carburetor
Hero,Karizma ZMR,Karizma ZMR ABS,223.0,Motorcycle,Arunachal Pradesh,5.4,129740,143046,27878,2019,74,95,1,4,"Red, Blue, Green, White",Drum,Automatic,Fuel Injection
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Sikkim,8.6,196210,209223,37127,2015,59,99,2,4,"Red, Black, Green, White",Disc,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Tamil Nadu,6.8,66557,72753,11784,2016,48,107,1,2,"White, Green",ABS,Dry,Fuel Injection
Hero,Glamour,Glamour Pro,124.7,Motorcycle,Karnataka,8.1,103883,112753,49851,2018,76,249,2,3,"White, Green, Red",Disc,Automatic,Carburetor
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Rajasthan,7.8,94440,100442,42619,2015,42,185,4,2,"Red, Green",Drum,Dry,Carburetor
Hero,Splendor Plus,Splendor Plus Standard,97.2,Motorcycle,Kerala,6.2,62979,70379,23200,2019,33,130,2,3,"Blue, Black, Green",Disc,Wet,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Uttar Pradesh,7.0,126713,133326,11054,2020,32,152,1,5,"White, Blue, Red, Black, Green",Standard,Multi-plate,Fuel Injection
Hero,Glamour,Glamour Standard,124.7,Motorcycle,Karnataka,9.0,188448,193911,48585,2022,49,250,2,4,"Black, White, Green, Blue",Disc,Dry,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Odisha,9.3,101860,110959,10881,2015,53,238,4,5,"Green, Black, White, Blue, Red",Standard,Multi-plate,Fuel Injection
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Punjab,5.6,129702,145474,31130,2022,78,158,4,4,"Red, Black, Blue, Green",Standard,Multi-plate,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R Pro,163.0,Motorcycle,Meghalaya,5.8,126784,139297,27439,2020,34,146,4,3,"White, Green, Red",Drum,Wet,Fuel Injection
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Odisha,9.5,241249,259536,41481,2013,50,217,4,2,"Blue, White",ABS,Dry,Carburetor
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Maharashtra,5.6,57661,66245,41784,2021,46,223,2,3,"Red, Black, Green",Standard,Multi-plate,Carburetor
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Himachal Pradesh,5.9,209838,220440,22369,2016,30,241,2,3,"Green, Blue, Red",ABS,Dry,Carburetor
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Bihar,8.3,147012,161968,18334,2022,69,188,2,4,"Blue, Red, Black, Green",Standard,Wet,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Manipur,7.0,74525,89540,34556,2019,68,156,2,4,"Black, Red, Green, Blue",Standard,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Manipur,5.6,110782,126155,35196,2017,65,208,1,2,"Red, Blue",ABS,Dry,Carburetor
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Uttar Pradesh,9.0,134838,143499,21078,2017,50,112,2,2,"Blue, Red",Drum,Dry,Carburetor
Hero,Karizma ZMR,Karizma ZMR ABS,223.0,Motorcycle,Jharkhand,6.1,88349,104571,16855,2020,78,119,2,5,"Blue, White, Black, Green, Red",Disc,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Punjab,6.4,177331,196440,38776,2020,56,117,1,5,"Blue, Green, Red, Black, White",Drum,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Maharashtra,8.9,69642,78539,48873,2018,65,199,1,3,"Black, Green, Red",ABS,Multi-plate,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Odisha,9.5,202160,216547,21308,2018,70,139,1,4,"Blue, Black, White, Green",Standard,Wet,Fuel Injection
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Karnataka,8.2,121493,128674,49598,2021,38,230,1,5,"Green, Blue, Red, White, Black",ABS,Dry,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Punjab,5.8,137046,143814,38783,2016,30,247,1,5,"Blue, Black, Red, Green, White",Disc,Multi-plate,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Tripura,7.1,197403,208720,37233,2019,59,246,1,2,"Black, Red",ABS,Dry,Carburetor
